EditionId	ASIN	ISBN	Title	Author	Edition Author	Binding	PublicationYear	Rating	Tags	Note	Condition	DatePurchased	PurchasePrice	DateRead	Signed	Loaned	LoanedTo	LoanedDate	LoanDueDate	DateAdded	Private	Favorites list	I plan to read list	Wish list	I've read list	I own list	I'm reading list	Review
27448	"067973371X"	"067973371X"	Means of Ascent	Caro, Robert A.	Robert A. Caro	Paperback	1991	5						5/28/2014						5/11/2014		False	False	False	True	False	False	
27451	"0679729453"	"0679729453"	The Path to Power	Caro, Robert A.	Robert A. Caro	Paperback	1990	5						5/11/2014						4/12/2014		True	False	False	True	False	False	
29224	"0451524934"	"0451524934"	1984	Orwell, George	George Orwell	Mass Market Paperback	1961	5						6/1/2009						8/22/2008		True	False	False	True	False	False	
30094	"0451529553"	"0451529553"	Notes From Underground	Dostoyevsky, Fyodor	Fyodor Dostoyevsky	Mass Market Paperback	2004	3						1/1/2009						8/22/2008		False	False	False	True	False	False	
32502	"1593072937"	"1593072937"	Sin City: The Hard Goodbye	Miller, Frank	Frank Miller	Paperback	2005	5						12/27/2013						12/26/2013		False	False	False	True	False	False	
35800	"0375708766"	"0375708766"	Lincoln	Vidal, Gore	Gore Vidal	Paperback	2000	4						1/1/2010						8/10/2009		False	False	False	True	False	False	
35802	"037570874X"	"037570874X"	Empire	Vidal, Gore	Gore Vidal	Paperback	2000													9/10/2010		False	False	False	False	False	False	
36249	"0679736654"	"0679736654"	A Scanner Darkly	Dick, Philip K.	Philip K. Dick	Paperback	1991	5						11/16/2013						11/9/2013		True	False	False	True	False	False	
36509	"0345404475"	"0345404475"	Do Androids Dream of Electric Sheep?	Dick, Philip K.	Philip K. Dick	Paperback	1996	5						4/14/2012						4/14/2012		False	False	False	True	False	False	
38361	"1579550088"	"1579550088"	A New Kind of Science	Wolfram, Stephen	Stephen Wolfram	Hardcover	2002	5						4/22/2013						3/7/2012		True	False	False	True	False	False	
39909	"1573921408"	"1573921408"	Principles of Economics (Great Minds Series)	Marshall, Alfred	Alfred Marshall	Paperback	1997	3						1/1/2009						11/14/2009		False	False	False	True	False	False	
39973	"0345391802"	"0345391802"	The Hitchhiker's Guide to the Galaxy	Adams, Douglas	Douglas Adams	Mass Market Paperback	1995	4						9/16/2012						5/5/2012		False	False	False	True	False	False	
41993	"1400052998"	"1400052998"	The Metamorphosis	Kafka, Franz	Franz Kafka	Paperback	2004	5						8/18/2013						8/12/2013		False	False	False	True	False	False	
42146	"0930289528"	"0930289528"	V for Vendetta	Moore, Alan; David Lloyd	Alan Moore, David Lloyd	Paperback	1995	5						12/17/2013						12/18/2013		True	False	False	True	False	False	
44915	"0679785892"	"0679785892"	Fear and Loathing in Las Vegas	Thompson, Hunter S.	Hunter S. Thompson	Paperback	1998	5						6/16/2012						6/16/2012		False	False	False	True	False	False	
44931	"0684856476"	"0684856476"	The Rum Diary	Thompson, Hunter S.	Hunter S. Thompson	Paperback	1999	5						6/11/2012						6/11/2012		False	False	False	True	False	False	
48114	"0345479211"	"0345479211"	Pandora's Star	Hamilton, Peter F.	Peter F. Hamilton	Mass Market Paperback	2005													10/12/2009		False	False	False	False	False	False	
50883	"0679736646"	"0679736646"	Ubik	Dick, Philip K.	Philip K. Dick	Paperback	1991	5						9/13/2013						9/13/2013		True	False	False	True	False	False	
51138	"0425170349"	"0425170349"	Rainbow Six	Clancy, Tom	Tom Clancy	Mass Market Paperback	1999	3						1/1/2006						8/22/2008		False	False	False	True	False	False	
51277	"0596006624"	"0596006624"	Hackers & Painters	Graham, Paul	Paul Graham	Hardcover	2004	4						7/23/2013						7/21/2013		True	False	False	True	False	False	
52522	"0465026567"	"0465026567"	Gödel, Escher, Bach	Hofstadter, Douglas R.	Douglas R. Hofstadter	Paperback	1999	5						5/10/2013						4/12/2013		True	False	False	True	False	False	
52881	"1932416641"	"1932416641"	What is the What	Eggers, Dave	Dave Eggers	Hardcover	2006	5						1/8/2014						1/8/2014		True	False	False	True	False	False	
52882	"0375725784"	"0375725784"	A Heartbreaking Work of Staggering Genius	Eggers, Dave	Dave Eggers	Paperback	2001							2/21/2014						8/16/2012		False	False	False	True	False	False	
56944	"0201485672"	"0201485672"	Refactoring	Fowler, Martin	Martin Fowler, Kent Beck, John Brant, William Opdyke, Don Roberts	Hardcover	1999	4						5/14/2013						5/8/2013		False	False	False	True	False	False	
60203	"0930289234"	"0930289234"	Watchmen	Moore, Alan; Dave Gibbons	Alan Moore	Paperback	1995	4						10/1/2009						7/15/2009		False	False	False	True	False	False	
60312	"0679723161"	"9582701048"	Lolita	Nabokov, Vladimir	Vladimir Nabokov	Paperback	1989	4						11/17/2012						10/18/2012		False	False	False	True	False	False	
61724	"0143037889"	"0143037889"	The Singularity Is Near	Kurzweil, Ray	Ray Kurzweil	Paperback	2006	5						2/9/2012						1/16/2012		False	False	False	True	False	False	
61825	"0679722769"	"0679722769"	Ulysses	Joyce, James	James Joyce	Paperback	1990	2						8/11/2012						8/5/2012		False	True	False	False	False	False	
65038	"0142437964"	"0142437964"	Swann's Way	Proust, Marcel	Marcel Proust	Paperback	2004	4						7/20/2014						6/13/2014		False	False	False	True	False	False	
65527	"076454280X"	"076454280X"	The Art of Deception	Mitnick, Kevin; William L. Simon	Kevin D. Mitnick, William L. Simon	Paperback	2003													8/22/2008		False	False	False	False	False	False	
65947	"0375507256"	"0375507256"	Cloud Atlas	Mitchell, David	David Mitchell	Paperback	2004	4						9/14/2012						9/5/2012		False	False	False	True	False	False	
71287	"0812966929"	"0812966929"	Number9dream	Mitchell, David	David Mitchell	Paperback	2003	4						12/7/2012						12/7/2012		False	False	False	True	False	False	
71418	"0684833395"	"0684833395"	Catch-22	Heller, Joseph	Joseph Heller	Paperback	1996	4						1/1/2007						12/28/2011		False	False	False	True	True	False	
75587	"0143039075"	"0143039075"	Within a Budding Grove	Proust, Marcel	Marcel Proust	Paperback	2005													7/22/2014		False	False	False	False	False	True	
76886	"0393061434"	"0393061434"	iWoz	Wozniak, Steve; Gina Smith	Steve Wozniak	Hardcover	2006	3						3/25/2010						6/25/2011		False	False	False	True	False	False	
77708	"1401210090"	"1401210090"	Paper Dolls	Vaughan, Brian K.; Pia Guerra	Brian K. Vaughan	Paperback	2006	4						5/12/2013						5/12/2013		False	False	False	True	False	False	
77717	"1401202012"	"1401202012"	One Small Step	Vaughan, Brian K.	Brian K. Vaughan	Paperback	2004	4						5/12/2013						5/12/2013		False	False	False	True	False	False	
77726	"1401210104"	"1401210104"	Kimono Dragons	Vaughan, Brian K.; Pia Guerra	Brian K. Vaughan	Paperback	2006	4						5/12/2013						5/12/2013		False	False	False	True	False	False	
78387	"1401206263"	"1401206263"	Tag	Vaughan, Brian K.	Brian K. Vaughan	Paperback	2005	5						1/26/2014						1/26/2014		False	False	False	True	False	False	
82278	"0300110561"	"0300110561"	The Wealth of Networks	Benkler, Yochai	Yochai Benkler	Hardcover	2006	4						1/25/2011						1/21/2011		False	False	False	True	False	False	
83668	"0451216725"	"0451216725"	Code to Zero	Follett, Ken	Ken Follett	Paperback	2005	4						3/1/2008						8/22/2008		True	False	False	True	False	False	
83725	"0451210468"	"0451210468"	Lie Down With Lions	Follett, Ken	Ken Follett	Paperback	2003	3						4/1/2008						8/22/2008		False	False	False	True	False	False	
93023	"0553292153"	"055318086X"	Powershift : Knowledge, Wealth, and Violence at the Edge of the 21st Century	Toffler, Alvin	Alvin Toffler	Mass Market Paperback	1991	4						7/1/2012						4/14/2012		False	False	False	True	False	False	
93027	"0553277375"	"0553277375"	Future Shock	Toffler, Alvin	Alvin Toffler	Mass Market Paperback	1984	4						2/8/2011						1/29/2011		False	False	False	True	False	False	
94216	"089526711X"	"089526711X"	Das Kapital	Marx, Karl	Karl Marx	Paperback	1996	4						2/1/2010						7/13/2011		False	False	False	True	False	False	
97052	"1401205011"	"1401205011"	Girl on Girl	Vaughan, Brian K.; Pia Guerra	Brian K. Vaughan	Paperback	2005	5						5/12/2013						5/12/2013		False	False	False	True	False	False	
97053	"1401202322"	"1401202322"	Safeword	Vaughan, Brian K.	Brian K. Vaughan	Paperback	2004	4						5/12/2013						5/12/2013		False	False	False	True	False	False	
97054	"1401204872"	"1401204872"	Ring of Truth	Vaughan, Brian K.; Pia Guerra; Jose Marzan, Jr.	Brian K. Vaughan	Paperback	2005	4						5/12/2013						5/12/2013		False	False	False	True	False	False	
100740	"0387948600"	"0387948600"	The Algorithm Design Manual	Skiena, Steve	Steve S. Skiena	Hardcover	1997													9/9/2013		False	True	False	False	False	False	
101518	"0130305529"	"0130305529"	On LISP: Advanced Techniques for Common LISP	Graham, Paul	Paul Graham	Perfect Paperback	1993	5						7/12/2013						6/13/2013		False	False	False	True	False	False	
102874	"0684801469"	"0684801469"	A Farewell to Arms	Hemingway, Ernest	Ernest Hemingway	Paperback	1995	5						10/16/2012						10/16/2012		False	False	False	True	False	False	
104059	"1419145800"	"1419145800"	Sailing Alone Around The World	Slocum, Joshua	Joshua Slocum	Paperback	2004													9/11/2010		False	False	False	False	False	False	
105369	"0060088877"	"0060088877"	The Bridge of San Luis Rey	Wilder, Thornton	Thornton Wilder	Paperback	2003													10/12/2013		False	True	False	False	False	False	
105838	"0684803356"	"0684803356"	For Whom the Bell Tolls	Hemingway, Ernest	Ernest Hemingway	Paperback	1995	5						7/8/2012						7/8/2012		False	False	False	True	False	False	
108682	"0375708758"	"0375708758"	Hollywood	Vidal, Gore	Gore Vidal	Paperback	2000													11/6/2010		False	False	False	False	False	False	
108718	"0375708731"	"0375708731"	Burr	Vidal, Gore	Gore Vidal	Paperback	2000	4						7/24/2009						7/14/2009		False	False	False	True	False	False	
108742	"0375708723"	"0375708723"	1876	Vidal, Gore	Gore Vidal	Paperback	2000	3						1/1/2010						5/6/2010		False	False	False	True	False	False	
108992	"1590593898"	"1590593898"	Joel on Software	Spolsky, Joel	Joel Spolsky	Paperback	2004	4												10/22/2013		False	True	False	False	False	False	
109322	"0521663504"	"0521663504"	Purely Functional Data Structures	Okasaki, Chris	Chris Okasaki	Paperback	1999	5												7/15/2013		True	True	False	False	False	False	
132010	"0061198595"	"0061198595"	Phil Hellmuth Presents Read 'Em and Reap: A Career FBI Agent's Guide to Decoding Poker Tells	Karlins, Marvin; Phil Hellmuth; Joe Navarro	Joe Navarro, Marvin Karlins, Phil, Jr. Hellmuth	Paperback	2006	3						1/1/2009						2/5/2009		False	False	False	True	False	False	
135665	"0875847595"	"0875847595"	Net Gain: Expanding Markets Through Virtual Communities	III, John Hagel	John Hagel III, Arthur G. Armstrong	Hardcover	1997													7/11/2011		False	False	False	False	False	False	
146921	"0743297334"	"0743297334"	The Sun Also Rises	Hemingway, Ernest	Ernest Hemingway	Paperback	2006	4						7/1/2012						8/12/2012		False	False	False	True	False	False	
172911	"068482499X"	"068482499X"	A Moveable Feast	Hemingway, Ernest	Ernest Hemingway	Paperback	1996	4						9/22/2013						9/14/2013		False	False	False	True	False	False	
218368	"0876120834"	"0876120834"	Autobiography of a Yogi	Yogananda, Paramahansa	Paramahansa Yogananda	Paperback	2000													11/17/2011		False	False	False	False	False	False	
248734	"1896597297"	"1896597297"	City of Stones	Lutes, Jason	Jason Lutes	Paperback	2000	5						4/6/2014						4/7/2014		False	False	False	True	False	False	
326795	"1556159005"	"1556159005"	Rapid Development	McConnell, Steve	Steve McConnell	Paperback	1996													5/15/2013		False	True	False	False	False	False	
344983	"0393927024"	"0393927024"	Varian: Intermediate Microeconomics - A Modern Approach 2ed (Cloth)	Varian, Hal R.	Hal R. Varian	Hardcover	2005	4						11/1/2008						9/14/2008		False	False	False	True	False	False	
367175	"0671726889"	"0671726889"	The Cuckoo's Egg	Stoll, Clifford	Clifford Stoll	Paperback	1990	5						3/23/2014						3/23/2014		False	False	False	True	False	False	
371815	"0596004230"	"0596004230"	Objective-C Pocket Reference	Duncan, Andy	Andrew Duncan	Paperback	2002	4						8/1/2009						12/28/2011		False	False	False	True	True	False	
379390	"1401213510"	"1401213510"	Motherland	Vaughan, Brian K.; Pia Guerra	Brian K. Vaughan	Paperback	2007	5						5/13/2013						5/12/2013		False	False	False	True	False	False	
391149	"0743264738"	"0743264738"	Einstein	Isaacson, Walter	Walter Isaacson	Hardcover	2007	4						4/12/2012						4/14/2012		False	False	False	True	False	False	
393559	"026256100X"	"026256100X"	The Seasoned Schemer	Friedman, Daniel P.; Matthias Felleisen; Duane Bibby	Daniel P. Friedman, Matthias Felleisen	Paperback	1995													6/21/2013		False	True	False	False	False	False	
394840	"0262562146"	"0262562146"	The Reasoned Schemer	Friedman, Daniel P.	Daniel P. Friedman, William E. Byrd, Oleg Kiselyov	Paperback	2005													6/21/2013		False	True	False	False	False	False	
401748	"0875848893"	"0875848893"	Net Worth		John Hagel III, Marc Singer	Hardcover	1999													7/11/2011		False	False	False	False	False	False	
401749	"1578516803"	"1578516803"	Out of the Box: Strategies for Achieving Profits Today & Growth Tomorrow Through Web Services		John Hagel III, John Seely Brown	Hardcover	2002													7/11/2011		False	False	False	False	False	False	
426977	"0394722868"	"0394722868"	Passion of Poland	Weschler, Lawrence	Lawrence Weschler	Paperback	1984	4						12/22/2013						12/18/2013		False	False	False	True	False	False	
444881	"1591397200"	"1591397200"	The Only Sustainable Edge: Why Business Strategy Depends on Productive Friction and Dynamic Specialization		John Hagel III, John Seely Brown	Hardcover	2005													7/11/2011		False	True	False	False	False	False	
563209	"0451215710"	"0451215710"	Whiteout	Follett, Ken	Ken Follett	Mass Market Paperback	2005	3						3/1/2008						8/22/2008		False	False	False	True	False	False	
598729	"0679444629"	"0679444629"	Midnight's Children	Rushdie, Salman	Salman Rushdie	Hardcover	1995	4						2/3/2013						12/16/2012		False	False	False	True	False	False	
626175	"0374528500"	"0374528500"	Toward Rational Exuberance: The Evolution of the Modern Stock Market	Smith, B. Mark	B. Mark Smith	Paperback	2002	4						8/1/2011						6/25/2011		False	False	False	True	False	False	
761983	"0465046746"	"0465046746"	Mindstorms Children Computers and Powerful	Papert, Seymour	Seymour A. Papert	Paperback	1993													10/22/2012		False	True	False	False	False	False	
820138	"0385514514"	"0385514514"	The Last Tycoons	Cohan, William D.	William D. Cohan	Hardcover	2007	3						1/1/2010						9/9/2010		False	False	False	True	False	False	
890304	"1405159170"	"1405159170"	Inside the Economist's Mind: Conversations with Eminent Economists	Samuelson, Paul Anthony		Paperback	2006	3						1/1/2007						8/22/2008		False	False	False	True	False	False	
906093	"0679762884"	"0679762884"	High Output Management	Grove, Andrew S.	Andrew S. Grove	Paperback	1995													6/28/2011		False	True	False	False	False	False	
1089890	"1573921092"	"1573921092"	Principles of Political Economy and Taxation	Ricardo, David	David Ricardo	Paperback	1996	3						1/1/2009						9/15/2009		False	False	False	True	False	False	
1160888	"0374191484"	"0374191484"	The Savage Detectives	Bolaño, Roberto	Roberto Bolaño	Hardcover	2007	4						8/12/2012						8/5/2012		False	False	False	True	False	False	
1218502	"1590597141"	"1590597141"	Founders at Work	Livingston, Jessica	Jessica Livingston	Hardcover	2007	4						3/22/2014						6/21/2013		False	False	False	True	False	False	
2123180	"1405136669"	"1405136669"	Games and Information: An Introduction to Game Theory	Rasmusen, Eric	Eric Rasmusen	Hardcover	2006	4						4/20/2009						2/5/2009		False	False	False	True	False	False	
2241033	"0745325238"	"8125030220"	The Corporation that Changed the World: How the East India Company Shaped the Modern Multinational	Robins, Nick	Nick Robins	Paperback	2006													7/6/2011		False	True	False	False	False	False	
4278161	"0385720270"	"0385720270"	Development as Freedom	Sen, Amartya	Amartya Sen	Paperback	2000													6/20/2011		False	True	False	False	False	False	
